Colony,Nest,Day,ScaledX,ScaledY,Bin,Density,Corner
1,Circle,6,2.866266554,2.860376923,8,High,N
1,Circle,6,2.909495966,2.8614719,8,High,N
1,Circle,6,2.970783461,2.863113544,8,High,N
1,Circle,6,3.428255471,2.876246696,8,High,N
1,Circle,6,3.011824561,2.895399756,8,High,N
1,Circle,6,2.815922257,2.900324688,8,High,N
1,Circle,5,3.552739198,2.904976852,8,High,N
1,Circle,6,2.860793313,2.908532908,8,High,N
1,Circle,6,2.962028574,2.908532908,8,High,N
1,Circle,6,3.426067159,2.911816196,8,High,N
1,Circle,6,2.905117701,2.914551175,8,High,N
1,Circle,13,3.686019655,2.918810357,8,High,N
1,Circle,13,3.797691999,2.923106651,8,High,N
1,Circle,6,3.485713011,2.923307704,8,High,N
1,Circle,6,2.772692846,2.927684327,8,High,N
1,Circle,6,3.006899629,2.930420948,8,High,N
1,Circle,6,3.065998813,2.931515924,8,High,N
1,Circle,6,2.985558257,2.949574008,8,High,N
1,Circle,6,2.85368007,2.971462048,8,High,N
1,Circle,6,3.595703159,2.975840312,8,High,N
1,Circle,6,2.799505817,3.01195648,8,High,N
1,Circle,12,3.839309195,3.015298701,8,High,N
1,Circle,6,3.656443987,3.016333103,8,High,N
1,Tube,4,3.119614021,1.519561635,2,High,N
1,Tube,8,2.952432046,1.548640916,2,High,N
1,Tube,7,3.157531088,1.582485332,2,High,N
1,Tube,8,2.944086195,1.587982833,2,High,N
1,Tube,7,3.209407293,1.591429505,2,High,N
1,Tube,5,3.607565603,1.599881206,1,High,Y
1,Tube,4,3.312542116,1.606614233,2,High,N
1,Tube,8,1.708690987,1.630901288,3,High,Y
1,Tube,7,3.075842165,1.634957219,2,High,N
1,Tube,9,2.621744086,1.645637715,2,High,N
1,Tube,6,2.289883508,1.645773208,2,High,N
1,Tube,5,2.281324468,1.668439716,2,High,N
1,Tube,7,3.054971831,1.668945077,2,High,N
1,Tube,4,1.881458312,1.683079282,3,High,Y
1,Tube,8,2.942895207,1.684549356,2,High,N
1,Tube,13,2.629313916,1.697990103,2,High,N
1,Tube,8,1.848175966,1.709585122,3,High,Y
1,Tube,13,2.221459614,1.71230078,2,High,N
1,Tube,4,1.965571101,1.72072508,3,High,Y
1,Tube,8,1.692596567,1.722997139,3,High,Y
1,Tube,5,1.804964539,1.728723404,3,High,Y
1,Tube,5,1.915780142,1.745567376,3,High,Y
1,Tube,8,1.749821173,1.756080114,3,High,Y
1,Tube,5,1.770390071,1.756205674,3,High,Y
1,Tube,4,1.899104229,1.759546095,3,High,Y
1,Tube,4,1.949102168,1.759546095,3,High,Y
1,Tube,4,1.802641063,1.76483987,3,High,Y
1,Tube,6,1.76064206,1.768043155,3,High,Y
1,Tube,6,3.198429533,1.776967968,2,High,N
1,Tube,5,1.796099291,1.788120567,3,High,Y
1,Tube,6,1.78027665,1.790355189,3,High,Y
1,Tube,4,1.779111999,1.796602519,3,High,Y
1,Tube,4,1.813816222,1.797190128,3,High,Y
1,Tube,5,1.770390071,1.805851064,3,High,Y
1,Tube,5,1.975177305,1.820921986,3,High,Y
1,Tube,6,1.810621017,1.823376999,3,High,Y
1,Tube,4,1.761466082,1.827775795,3,High,Y
1,Tube,8,1.621065808,1.836552217,3,High,Y
1,Tube,4,1.787347348,1.836598753,3,High,Y
1,Tube,6,1.795448834,1.843011589,3,High,Y
1,Tube,11,1.863697486,1.846064815,3,High,Y
1,Tube,11,1.730258525,1.853181559,3,High,Y
1,Tube,4,1.840285096,1.904830217,3,High,Y
1,Tube,8,1.628218884,1.90897711,3,High,Y
1,Tube,9,1.865886827,1.924393584,3,High,Y
1,Tube,5,1.792553191,1.935283688,3,High,Y
1,Tube,5,1.82358156,1.942375887,3,High,Y
1,Tube,9,1.948977519,1.943155998,3,High,Y
1,Tube,6,1.770459355,1.951001834,3,High,Y
1,Tube,6,1.787416501,1.953679278,3,High,Y
1,Tube,9,1.892690276,2.001230137,3,High,Y
1,Tube,11,1.752498352,2.080917386,3,High,Y
1,Tube,11,1.854801555,2.092482096,3,High,Y
1,Tube,9,2.009732003,2.101296346,4,High,Y
1,Tube,13,1.885158698,2.105844405,3,High,Y
1,Tube,10,1.867728626,2.117022156,3,High,Y
1,Tube,10,1.979288796,2.117914637,3,High,Y
1,Tube,7,1.760749955,2.132253254,3,High,Y
1,Tube,5,1.781028369,2.137411348,3,High,Y
1,Tube,6,1.740114989,2.141992845,3,High,Y
1,Tube,9,1.887329586,2.14686221,3,High,Y
1,Tube,9,1.945403726,2.152222899,3,High,Y
1,Tube,6,1.782954095,2.155380066,3,High,Y
1,Tube,12,1.838380081,2.172111742,3,High,Y
1,Tube,13,1.801977886,2.17471454,3,High,Y
1,Tube,6,1.74725484,2.188401876,3,High,Y
1,Tube,9,1.882862345,2.201362556,3,High,Y
1,Tube,8,1.925965665,2.209406295,3,High,Y
1,Tube,7,1.989720791,2.220800569,3,High,Y
1,Tube,9,1.993649934,2.223698763,3,High,Y
1,Tube,6,1.97037518,2.22410113,3,High,Y
1,Tube,9,1.787263377,2.229059453,3,High,Y
1,Tube,6,1.943006347,2.236595869,3,High,Y
1,Tube,5,1.791666667,2.237588652,3,High,Y
1,Tube,5,1.835992908,2.237588652,3,High,Y
1,Tube,8,1.731044349,2.244277539,3,High,Y
1,Tube,10,1.924847433,2.244646991,3,High,Y
1,Tube,13,6.348301172,2.245373509,7,High,Y
1,Tube,7,1.7992099,2.248527507,3,High,Y
1,Tube,4,1.79911188,2.253631749,3,High,Y
1,Tube,6,1.78027665,2.256230459,3,High,Y
1,Tube,9,1.818534068,2.263010488,3,High,Y
1,Tube,10,1.85077148,2.271421432,3,High,Y
1,Tube,6,1.736545064,2.279434975,3,High,Y
1,Tube,5,1.772163121,2.284574468,3,High,Y
1,Tube,13,1.910202383,2.293672044,3,High,Y
1,Tube,11,1.90817714,2.295309316,3,High,Y
1,Tube,6,1.94955002,2.303233883,3,High,Y
1,Tube,8,1.714949928,2.305078684,3,High,Y
1,Tube,8,1.843705293,2.306866953,3,High,Y
1,Tube,7,1.963782689,2.308453468,3,High,Y
1,Tube,9,1.687197168,2.3094698,3,High,Y
1,Tube,11,1.862807893,2.320217922,3,High,Y
1,Tube,4,1.887341461,2.330684406,3,High,Y
1,Tube,9,1.920387173,2.337166697,3,High,Y
1,Tube,8,1.770386266,2.345314735,3,High,Y
1,Tube,6,1.960259797,2.345478595,3,High,Y
1,Tube,13,1.865481517,2.367014265,3,High,Y
1,Tube,12,6.419486908,2.367565161,7,High,Y
1,Tube,10,1.964116613,2.367809419,3,High,Y
1,Tube,5,1.768617021,2.374113475,3,High,Y
1,Tube,11,1.868145451,2.385158216,3,High,Y
1,Tube,5,1.875,2.401595745,3,High,Y
1,Tube,4,1.841462079,2.405386628,3,High,Y
1,Tube,13,6.368872771,2.406368628,7,High,Y
1,Tube,6,1.8257932,2.416877104,3,High,Y
1,Tube,5,1.815602837,2.423758865,3,High,Y
1,Tube,4,1.967335693,2.435972295,3,High,Y
1,Tube,5,1.899822695,2.445921986,3,High,Y
1,Tube,13,6.420748976,2.446617408,7,High,Y
1,Tube,6,1.864467987,2.451981966,3,High,Y
1,Tube,6,1.794258263,2.454955714,3,High,Y
1,Tube,12,1.916025959,2.459490741,3,High,Y
1,Tube,11,1.800536378,2.460773628,3,High,Y
1,Tube,11,1.902839581,2.462552814,3,High,Y
1,Tube,13,1.911991218,2.46271692,3,High,Y
1,Tube,6,1.851973248,2.496009857,3,High,Y
1,Tube,11,1.750719166,2.498136537,3,High,Y
1,Tube,8,1.900035765,2.515200286,3,High,Y
1,Tube,6,1.811513498,2.515644447,3,High,Y
1,Tube,13,1.916463304,2.522642881,3,High,Y
1,Tube,5,1.978723404,2.530141844,3,High,Y
1,Tube,7,1.958416185,2.534741052,3,High,Y
1,Tube,6,1.940625207,2.536469607,3,High,Y
1,Tube,4,1.884987496,2.5400832,3,High,Y
1,Tube,11,1.758725503,2.540837004,3,High,Y
1,Tube,9,1.972207175,2.544446702,3,High,Y
1,Tube,5,1.931737589,2.568262411,3,High,Y
1,Tube,4,1.966748084,2.569493649,3,High,Y
1,Tube,13,1.913780052,2.580780007,3,High,Y
1,Tube,8,1.901824034,2.581366237,3,High,Y
1,Tube,6,1.951931161,2.588827918,3,High,Y
1,Tube,5,1.949468085,2.600177305,3,High,Y
1,Tube,6,1.943006347,2.615007967,3,High,Y
1,Tube,5,1.977836879,2.630319149,3,High,Y
1,Tube,8,1.899141631,2.630543634,3,High,Y
1,Tube,9,1.88554269,2.640939118,3,High,Y
1,Tube,6,1.831148088,2.641782407,3,High,Y
1,Tube,4,1.965571101,2.645958697,3,High,Y
1,Tube,7,1.971832445,2.647437636,3,High,Y
1,Tube,11,1.738264863,2.648477766,3,High,Y
1,Tube,9,1.966846485,2.651660497,3,High,Y
1,Tube,6,1.94479131,2.677481662,3,High,Y
1,Tube,5,1.82712766,2.680851064,3,High,Y
1,Tube,10,1.914137656,2.685532783,3,High,Y
1,Tube,11,1.803205157,2.686730268,3,High,Y
1,Tube,4,1.784995147,2.687131914,3,High,Y
1,Tube,8,1.910765379,2.688662375,3,High,Y
1,Tube,12,1.889251518,2.690643413,3,High,Y
1,Tube,13,1.86100943,2.693476591,3,High,Y
1,Tube,11,1.851243183,2.695626199,3,High,Y
1,Tube,12,1.694690581,2.700460708,3,High,Y
1,Tube,7,1.960205019,2.704680345,3,High,Y
1,Tube,4,1.96380651,2.708896387,3,High,Y
1,Tube,13,1.700014311,2.709576103,3,High,Y
1,Tube,5,1.959219858,2.716312057,3,High,Y
1,Tube,10,1.857018849,2.72926437,3,High,Y
1,Tube,8,1.768597997,2.737839771,3,High,Y
1,Tube,6,1.798424366,2.738764787,3,High,Y
1,Tube,12,1.689335693,2.739729888,3,High,Y
1,Tube,4,1.818522388,2.740069662,3,High,Y
1,Tube,11,1.636851253,2.740995445,3,High,Y
1,Tube,11,1.675993348,2.746333004,3,High,Y
1,Tube,9,1.973100623,2.746366017,3,High,Y
1,Tube,13,6.445792661,2.747141631,7,High,Y
1,Tube,8,1.725679542,2.748569385,3,High,Y
1,Tube,8,1.702432046,2.749463519,3,High,Y
1,Tube,5,1.769503546,2.750886525,3,High,Y
1,Tube,8,1.918812589,2.754828326,3,High,Y
1,Tube,9,1.848017861,2.756193948,3,High,Y
1,Tube,4,1.769701431,2.758304952,3,High,Y
1,Tube,12,1.930305661,2.758471997,3,High,Y
1,Tube,12,6.444476386,2.761149441,7,High,Y
1,Tube,11,1.902839581,2.762345679,3,High,Y
1,Tube,13,1.918252139,2.762346725,3,High,Y
1,Tube,8,1.66934907,2.763769671,3,High,Y
1,Tube,13,1.688386885,2.767713229,3,High,Y
1,Tube,9,1.783689584,2.770489121,3,High,Y
1,Tube,9,1.76492717,2.771382569,3,High,Y
1,Tube,7,1.752700199,2.771761644,3,High,Y
1,Tube,12,1.624184554,2.771859217,3,High,Y
1,Tube,9,1.977567864,2.773169466,3,High,Y
1,Tube,10,2.000708348,2.776565882,4,High,Y
1,Tube,4,1.946160593,2.780655269,3,High,Y
1,Tube,8,1.683655222,2.781652361,3,High,Y
1,Tube,8,1.723891273,2.790593705,3,High,Y
1,Tube,8,6.31795422,2.795958512,7,High,Y
1,Tube,10,1.804362449,2.798877916,3,High,Y
1,Tube,9,1.757779583,2.799079466,3,High,Y
1,Tube,6,1.728214643,2.80183466,3,High,Y
1,Tube,11,1.659091079,2.80326696,3,High,Y
1,Tube,5,1.984929078,2.805851064,3,High,Y
1,Tube,7,1.784899223,2.807538338,3,High,Y
1,Tube,5,1.821808511,2.810283688,3,High,Y
1,Tube,6,1.937055281,2.811948259,3,High,Y
1,Tube,6,1.697870276,2.813138829,3,High,Y
1,Tube,13,1.597156318,2.816906182,3,High,Y
1,Tube,9,1.786369929,2.816948432,3,High,Y
1,Tube,5,1.781914894,2.820921986,3,High,Y
1,Tube,5,1.957446809,2.821808511,3,High,Y
1,Tube,4,1.749703315,2.830653208,3,High,Y
1,Tube,12,1.602765001,2.830762987,3,High,Y
1,Tube,4,1.794993323,2.834770001,3,High,Y
1,Tube,11,1.889495685,2.845967428,3,High,Y
1,Tube,5,1.821808511,2.848404255,3,High,Y
1,Tube,7,1.755383451,2.851364787,3,High,Y
1,Tube,10,1.795437635,2.852426798,3,High,Y
1,Tube,4,1.830285155,2.858886674,3,High,Y
1,Tube,12,1.620614628,2.859322391,3,High,Y
1,Tube,10,1.813287263,2.879201239,3,High,Y
1,Tube,6,1.951334983,2.885727908,3,High,Y
1,Tube,12,1.841950006,2.887881794,3,High,Y
1,Tube,5,1.839539007,2.896276596,3,High,Y
1,Tube,5,1.800531915,2.901595745,3,High,Y
1,Tube,10,1.966794057,2.903298235,3,High,Y
1,Tube,11,1.76940062,2.903790977,3,High,Y
1,Tube,4,1.839108114,2.905353665,3,High,Y
1,Tube,6,1.826387592,2.905362498,3,High,Y
1,Tube,6,1.851973248,2.90595689,3,High,Y
1,Tube,6,1.789499553,2.90714746,3,High,Y
1,Tube,4,1.764995266,2.91064744,3,High,Y
1,Tube,4,1.800287098,2.914176624,3,High,Y
1,Tube,12,1.890144,2.91822616,3,High,Y
1,Tube,10,1.691909797,2.9193629,3,High,Y
1,Tube,13,1.610572578,2.92155301,3,High,Y
1,Tube,13,1.788561626,2.923341844,3,High,Y
1,Tube,4,1.896164419,2.924176564,3,High,Y
1,Tube,7,1.868080034,2.924707008,3,High,Y
1,Tube,11,1.587923634,2.92780999,3,High,Y
1,Tube,5,1.87677305,2.928191489,3,High,Y
1,Tube,12,1.830347748,2.928935937,4,High,Y
1,Tube,4,1.666767508,2.930645557,4,High,Y
1,Tube,9,1.898050966,2.942924642,4,High,Y
1,Tube,12,1.747346982,2.945000601,4,High,Y
1,Tube,11,2.02115546,2.947381038,4,High,Y
1,Tube,9,1.652352684,2.948285332,4,High,Y
1,Tube,13,2.243820047,2.94838553,4,High,Y
1,Tube,13,1.733107752,2.949279947,4,High,Y
1,Tube,13,1.788561626,2.949279947,4,High,Y
1,Tube,12,2.158780889,2.949463008,4,High,Y
1,Tube,7,1.894018137,2.95064511,4,High,Y
1,Tube,10,1.881115846,2.951492229,4,High,Y
1,Tube,13,2.131123463,2.953752034,4,High,Y
1,Tube,7,2.449152563,2.955712879,4,High,Y
1,Tube,11,2.196405295,2.958945748,4,High,Y
1,Tube,13,1.684809216,2.959118538,4,High,Y
1,Tube,11,2.257787217,2.959835341,4,High,Y
1,Tube,13,2.441486277,2.960907372,4,High,Y
1,Tube,12,4.603287338,2.961065266,5,High,N
1,Tube,8,2.250536481,2.961373391,4,High,Y
1,Tube,13,1.666026452,2.962696207,4,High,Y
1,Tube,7,2.175759596,2.963166953,4,High,Y
1,Tube,7,2.30962346,2.965254523,4,High,Y
1,Tube,8,1.776645207,2.965844063,4,High,Y
1,Tube,12,2.813862208,2.967312635,4,High,Y
1,Tube,4,1.853224847,2.967701981,4,High,Y
1,Tube,12,1.871401891,2.969097598,4,High,Y
1,Tube,8,1.940271817,2.969420601,4,High,Y
1,Tube,8,2.570636624,2.97120887,4,High,Y
1,Tube,13,1.600733987,2.97164038,4,High,Y
1,Tube,13,2.379771481,2.97164038,4,High,Y
1,Tube,4,1.787934957,2.972995756,4,High,Y
1,Tube,6,2.407691047,2.973191081,4,High,Y
1,Tube,6,2.361876409,2.973785474,4,High,Y
1,Tube,13,4.250892534,2.974323632,5,High,N
1,Tube,7,2.545153953,2.974794378,4,High,Y
1,Tube,11,1.740933642,2.974958423,4,High,Y
1,Tube,9,2.229520284,2.975088781,4,High,Y
1,Tube,7,2.110467131,2.975688795,4,High,Y
1,Tube,7,2.189175856,2.975688795,4,High,Y
1,Tube,11,4.646344615,2.976737609,5,High,N
1,Tube,11,2.252449658,2.977627202,4,High,Y
1,Tube,12,4.8540746,2.979807374,6,High,Y
1,Tube,11,1.700901954,2.980295982,4,High,Y
1,Tube,9,2.353709597,2.98044947,4,High,Y
1,Tube,12,5.013828764,2.981592337,6,High,Y
1,Tube,12,5.606436388,2.982484818,6,High,Y
1,Tube,11,1.785413296,2.982964761,4,High,Y
1,Tube,13,2.127545794,2.983267805,4,High,Y
1,Tube,12,1.762519165,2.9833773,4,High,Y
1,Tube,12,4.108852664,2.9833773,5,High,N
1,Tube,7,2.143560572,2.984632969,4,High,Y
1,Tube,11,4.010285569,2.984743947,5,High,N
1,Tube,11,4.230015058,2.984743947,5,High,N
1,Tube,11,5.522593791,2.98563354,6,High,Y
1,Tube,13,5.664966332,2.985951057,6,High,Y
1,Tube,4,2.235553619,2.987112489,4,High,Y
1,Tube,13,2.71517798,2.987739892,4,High,Y
1,Tube,12,1.744669538,2.987839707,4,High,Y
1,Tube,9,2.315291321,2.988490505,4,High,Y
1,Tube,11,2.481964671,2.989191912,4,High,Y
1,Tube,13,4.990575666,2.989528727,6,High,Y
1,Tube,4,1.755584698,2.990054063,4,High,Y
1,Tube,13,1.704486397,2.990423144,4,High,Y
1,Tube,13,4.099736006,2.990423144,5,High,N
1,Tube,12,4.953140031,2.990517151,6,High,Y
1,Tube,13,4.932438539,2.991317561,6,High,Y
1,Tube,11,2.618962004,2.991860692,4,High,Y
1,Tube,5,2.411347518,2.992021277,4,High,Y
1,Tube,7,2.985207279,2.992682725,4,High,Y
1,Tube,13,4.161450801,2.993106396,5,High,N
1,Tube,8,1.807939914,2.993562232,4,High,Y
1,Tube,5,1.846631206,2.993794326,4,High,Y
1,Tube,7,1.794737813,2.994471559,4,High,Y
1,Tube,4,1.890870644,2.995347838,4,High,Y
1,Tube,11,1.602157123,2.995419064,4,High,Y
1,Tube,5,1.787234043,2.995567376,4,High,Y
1,Tube,11,2.683012705,2.996308657,4,High,Y
1,Tube,7,2.933926756,2.996856076,4,High,Y
1,Tube,5,2.371453901,2.99822695,4,High,Y
1,Tube,11,5.062674173,2.998977436,6,High,Y
1,Tube,8,1.983190272,3.000715308,4,High,Y
1,Tube,11,4.959481377,3.000756622,6,High,Y
1,Tube,10,2.349668561,3.001471185,4,High,Y
1,Tube,13,1.633827428,3.002050569,4,High,Y
1,Tube,13,4.198121912,3.002050569,5,High,N
1,Tube,4,2.42024813,3.002406205,4,High,Y
1,Tube,6,1.781169132,3.00293927,4,High,Y
1,Tube,6,2.557033523,3.00293927,4,High,Y
1,Tube,6,1.825198807,3.003535447,4,High,Y
1,Tube,8,1.787374821,3.004291845,4,High,Y
1,Tube,9,2.353709597,3.004572574,4,High,Y
1,Tube,12,1.617044703,3.004796852,4,High,Y
1,Tube,11,1.772069399,3.006094181,4,High,Y
1,Tube,11,4.882086779,3.006983774,6,High,Y
1,Tube,5,3.074468085,3.007092199,4,High,Y
1,Tube,7,4.756749273,3.007589084,6,High,Y
1,Tube,8,2.136087268,3.008762518,4,High,Y
1,Tube,4,1.830285155,3.008876962,4,High,Y
1,Tube,8,2.896101574,3.010550787,4,High,Y
1,Tube,8,4.679899857,3.010550787,5,High,N
1,Tube,12,5.402058156,3.011044222,6,High,Y
1,Tube,11,4.829600788,3.011431739,6,High,Y
1,Tube,6,1.806753002,3.013054654,4,High,Y
1,Tube,9,2.319758562,3.013507057,4,High,Y
1,Tube,13,1.603417239,3.014572412,4,High,Y
1,Tube,4,2.895510885,3.015345955,4,High,Y
1,Tube,11,1.727589746,3.015879705,4,High,Y
1,Tube,11,4.193541742,3.015879705,5,High,N
1,Tube,10,2.28362494,3.016643368,4,High,Y
1,Tube,11,4.786010728,3.016769298,6,High,Y
1,Tube,5,1.890957447,3.019503546,4,High,Y
1,Tube,5,2.526595745,3.020390071,4,High,Y
1,Tube,7,5.130615717,3.020708397,6,High,Y
1,Tube,8,5.075107296,3.021280401,6,High,Y
1,Tube,13,2.537188931,3.022622168,4,High,Y
1,Tube,6,1.874581586,3.023170037,4,High,Y
1,Tube,8,4.504649499,3.023962804,5,High,N
1,Tube,10,1.694587241,3.025568182,4,High,Y
1,Tube,7,1.845719601,3.025776166,4,High,Y
1,Tube,5,1.656028369,3.026595745,4,High,Y
1,Tube,8,2.563483548,3.026645207,4,High,Y
1,Tube,8,4.386623748,3.026645207,5,High,N
1,Tube,4,4.854795192,3.027110487,6,High,Y
1,Tube,7,5.00897496,3.027863736,6,High,Y
1,Tube,12,1.67416351,3.028001368,4,High,Y
1,Tube,13,1.682125964,3.028883089,4,High,Y
1,Tube,13,1.932562816,3.028883089,4,High,Y
1,Tube,6,5.095250515,3.029713711,6,High,Y
1,Tube,11,1.603046716,3.030113194,4,High,Y
1,Tube,7,4.581443477,3.030248253,5,High,N
1,Tube,6,4.807871517,3.030904281,6,High,Y
1,Tube,11,4.174860287,3.031002787,5,High,N
1,Tube,4,1.890870644,3.031227279,4,High,Y
1,Tube,4,4.225425357,3.032404262,5,High,N
1,Tube,4,4.29718424,3.032991871,5,High,N
1,Tube,5,4.313829787,3.034574468,5,High,N
1,Tube,9,1.706853031,3.034949816,4,High,Y
1,Tube,10,2.448733992,3.035385477,4,High,Y
1,Tube,8,1.814198856,3.037374821,4,High,Y
1,Tube,11,1.647526369,3.038119531,4,High,Y
1,Tube,11,6.269851972,3.039898717,7,High,Y
1,Tube,5,4.238475177,3.040780142,5,High,N
1,Tube,9,2.943385473,3.042097403,4,High,Y
1,Tube,7,2.511166094,3.042174413,4,High,Y
1,Tube,6,1.799018759,3.04220845,4,High,Y
1,Tube,13,2.516617332,3.042299349,4,High,Y
1,Tube,5,1.828014184,3.042553191,4,High,Y
1,Tube,11,5.019973706,3.042567497,6,High,Y
1,Tube,12,4.396231662,3.043173551,5,High,N
1,Tube,11,4.35811646,3.04345709,5,High,N
1,Tube,13,1.641877184,3.044088184,4,High,Y
1,Tube,7,6.385781966,3.04455893,7,High,Y
1,Tube,6,2.557033523,3.04458959,4,High,Y
1,Tube,6,2.363661372,3.045183983,4,High,Y
1,Tube,11,4.318084772,3.045236276,5,High,N
1,Tube,12,1.891036481,3.045850995,4,High,Y
1,Tube,13,4.178444731,3.046771436,5,High,N
1,Tube,7,1.970938027,3.047242182,4,High,Y
1,Tube,6,1.898976671,3.047563338,4,High,Y
1,Tube,4,2.505536137,3.048873196,4,High,Y
1,Tube,4,5.116544125,3.049462569,6,High,Y
1,Tube,7,2.391909854,3.049925434,4,High,Y
1,Tube,10,2.685835945,3.051152053,4,High,Y
1,Tube,8,2.306866953,3.051680973,4,High,Y
1,Tube,5,2.973404255,3.052304965,4,High,Y
1,Tube,6,2.634381313,3.052323834,4,High,Y
1,Tube,13,2.335050615,3.053926775,4,High,Y
1,Tube,4,2.342016725,3.054166971,4,High,Y
1,Tube,7,1.822464751,3.055291938,4,High,Y
1,Tube,7,3.148586915,3.055291938,4,High,Y
1,Tube,4,4.401295146,3.055343953,5,High,N
1,Tube,13,2.288540913,3.055715609,4,High,Y
1,Tube,6,6.331039111,3.055893759,7,High,Y
1,Tube,6,6.416122929,3.055893759,7,High,Y
1,Tube,4,1.826168363,3.055931562,4,High,Y
1,Tube,8,1.839234621,3.056151645,4,High,Y
1,Tube,12,2.298007982,3.056560771,4,High,Y
1,Tube,13,1.61325583,3.056610027,4,High,Y
1,Tube,5,4.427304965,3.056737589,5,High,N
1,Tube,8,2.49195279,3.05704578,4,High,Y
1,Tube,12,1.661668771,3.057453253,4,High,Y
1,Tube,13,4.397576976,3.057504444,5,High,N
1,Tube,6,1.973350713,3.057678722,4,High,Y
1,Tube,8,2.605507868,3.057939914,4,High,Y
1,Tube,11,2.493529381,3.058580172,4,High,Y
1,Tube,12,4.343575262,3.059238215,5,High,N
1,Tube,5,2.117021277,3.060283688,4,High,Y
1,Tube,11,1.889495685,3.060359358,4,High,Y
1,Tube,6,2.60701248,3.060654255,4,High,Y
1,Tube,4,4.236600516,3.06240232,5,High,N
1,Tube,4,2.094386289,3.062989929,4,High,Y
1,Tube,7,2.372830144,3.063042958,4,High,Y
1,Tube,7,4.431778836,3.063640429,5,High,N
1,Tube,13,1.929879564,3.063765365,4,High,Y
1,Tube,6,2.342837997,3.064818573,4,High,Y
1,Tube,9,2.478792359,3.065327059,4,High,Y
1,Tube,12,1.86426204,3.065485585,4,High,Y
1,Tube,5,5.139184397,3.065602837,6,High,Y
1,Tube,8,1.738197425,3.066881259,4,High,Y
1,Tube,12,2.405105745,3.067270548,4,High,Y
1,Tube,13,1.840437831,3.068237452,4,High,Y
1,Tube,11,2.273799892,3.068365696,4,High,Y
1,Tube,10,2.896461546,3.068407287,4,High,Y
1,Tube,7,2.555886961,3.068409462,4,High,Y
1,Tube,7,4.923708367,3.068409462,6,High,Y
1,Tube,7,6.339272264,3.068409462,7,High,Y
1,Tube,6,1.850782678,3.069579068,4,High,Y
1,Tube,9,1.869460621,3.0697943,4,High,Y
1,Tube,5,1.882092199,3.070035461,4,High,Y
1,Tube,6,2.092347038,3.070173461,4,High,Y
1,Tube,8,1.790057225,3.070457797,4,High,Y
1,Tube,13,4.489701961,3.070920704,5,High,N
1,Tube,13,4.896661846,3.070920704,6,High,Y
1,Tube,11,1.831672135,3.071034475,4,High,Y
1,Tube,11,4.209554417,3.071034475,5,High,N
1,Tube,8,4.86230329,3.071351931,6,High,Y
1,Tube,7,2.662023888,3.07139145,4,High,Y
1,Tube,9,3.934219634,3.071581197,5,High,N
1,Tube,8,2.261266094,3.0731402,4,High,Y
1,Tube,9,2.578858568,3.074261541,4,High,Y
1,Tube,13,4.964637563,3.074498373,6,High,Y
1,Tube,6,4.803111021,3.074933956,6,High,Y
1,Tube,12,1.930305661,3.07530288,4,High,Y
1,Tube,9,2.397488564,3.076048438,4,High,Y
1,Tube,6,1.932890963,3.076122742,4,High,Y
1,Tube,12,4.960279882,3.076195361,6,High,Y
1,Tube,6,2.513598241,3.076718919,4,High,Y
1,Tube,9,2.360857184,3.076941886,4,High,Y
1,Tube,12,2.348879419,3.077087843,4,High,Y
1,Tube,8,4.46888412,3.077610873,5,High,N
1,Tube,11,2.389446991,3.07815122,4,High,Y
1,Tube,8,2.881795422,3.078505007,4,High,Y
1,Tube,5,2.342198582,3.078900709,4,High,Y
1,Tube,13,3.076522581,3.07897046,4,High,Y
1,Tube,11,2.374323909,3.079040813,4,High,Y
1,Tube,6,1.769268785,3.079692667,4,High,Y
1,Tube,6,4.887004269,3.079692667,6,High,Y
1,Tube,12,4.945107699,3.079765287,6,High,Y
1,Tube,5,2.054078014,3.079787234,4,High,Y
1,Tube,13,2.304640425,3.079864877,4,High,Y
1,Tube,13,4.149823376,3.079864877,5,High,N
1,Tube,4,2.537298786,3.080048236,4,High,Y
1,Tube,4,2.930802717,3.080048236,4,High,Y
1,Tube,8,2.329220315,3.080293276,4,High,Y
1,Tube,8,4.709406295,3.080293276,6,High,Y
1,Tube,12,4.990624248,3.080657768,6,High,Y
1,Tube,5,2.003546099,3.080673759,4,High,Y
1,Tube,9,1.898050966,3.081409128,4,High,Y
1,Tube,7,1.788476892,3.082124458,4,High,Y
1,Tube,7,6.199743161,3.082124458,7,High,Y
1,Tube,6,6.111488696,3.0826682,6,High,Y
1,Tube,9,2.920155817,3.083196024,4,High,Y
1,Tube,4,5.270651205,3.083577419,6,High,Y
1,Tube,4,5.935902246,3.083577419,6,High,Y
1,Tube,6,3.92907368,3.08385877,5,High,N
1,Tube,10,2.298499034,3.083877559,4,High,Y
1,Tube,7,4.769868587,3.083913292,6,High,Y
1,Tube,5,1.791666667,3.084219858,4,High,Y
1,Tube,12,4.904946038,3.084227694,6,High,Y
1,Tube,6,4.751347102,3.085047555,6,High,Y
1,Tube,7,6.140711617,3.085106445,6,High,Y
1,Tube,12,2.310502721,3.086012656,4,High,Y
1,Tube,13,4.44676993,3.086125798,5,High,N
1,Tube,11,4.938131143,3.086157557,6,High,Y
1,Tube,11,5.720973046,3.086157557,6,High,Y
1,Tube,6,2.303568817,3.086832518,4,High,Y
